Time,Mean_Error,a_x,a_y,a_yaw,a_v_cmd,a_w_cmd,a_err_x,a_err_y,b_x,b_y,b_yaw,b_v_cmd,b_w_cmd,b_err_x,b_err_y,c_x,c_y,c_yaw,c_v_cmd,c_w_cmd,c_err_x,c_err_y,d_x,d_y,d_yaw,d_v_cmd,d_w_cmd,d_err_x,d_err_y,e_x,e_y,e_yaw,e_v_cmd,e_w_cmd,e_err_x,e_err_y
0.700039,0.44136,2.52254,-1.58625,-2.70176,0,0,0.0314936,-0.358052,2.07494,-0.563391,2.58204,0.0253318,-1,-0.398912,-0.048007,2.54879,0.605198,3.05945,0.24,-0.821386,0.03115,-0.0151799,0,0,0,0,0,-0.738005,0.384163,0,0,0,0.24,-0.389203,-0.0889442,0.572045
0.750005,0.440621,2.52258,-1.5861,-2.70162,0,0,0.0354768,-0.358024,2.07491,-0.563431,2.58208,0.0254017,-1,-0.394935,-0.0481618,2.54321,0.59334,3.01085,0.24,-0.746633,0.0315342,-0.0127143,0,0,0,0,0,-0.733973,0.384031,0,0,0,0.24,-0.370105,-0.092849,0.575655
0.800033,0.439653,2.52251,-1.58627,-2.70145,0,0,0.039582,-0.357795,2.07483,-0.563473,2.58174,0.0256493,-1,-0.390962,-0.0480752,2.53646,0.583798,2.96953,0.24,-0.683694,0.0318281,-0.0101898,0,0,0,0,0,-0.730108,0.384052,0,0,0,0.24,-0.347028,-0.0904414,0.578982
0.849963,0.438805,2.5225,-1.58622,-2.70174,0,0,0.043504,-0.358061,2.0749,-0.56344,2.58194,0.0261532,-1,-0.387014,-0.0480691,2.52681,0.573885,2.92347,0.24,-0.613846,0.0294483,-0.00648087,0,0,0,0,0,-0.726075,0.384115,0,0,0,0.24,-0.329973,-0.0966036,0.583835
0.89998,0.437979,2.52262,-1.58626,-2.70202,0,0,0.0474804,-0.357866,2.07493,-0.563418,2.58186,0.0265493,-1,-0.382947,-0.0480356,2.51849,0.567295,2.88881,0.24,-0.578158,0.0293579,-0.00444382,0,0,0,0,0,-0.721963,0.384184,0,0,0,0.24,-0.314588,-0.0978417,0.587342
0.949934,0.436875,2.52255,-1.58625,-2.70204,0,0,0.0514754,-0.357993,2.07484,-0.563362,2.58218,0.0273792,-1,-0.37888,-0.048078,2.50732,0.561387,2.85252,0.24,-0.517178,0.0236372,0.000847676,0,0,0,0,0,-0.717959,0.384194,0,0,0,0.24,-0.29258,-0.106409,0.59337
0.999899,0.436075,2.52248,-1.58627,-2.70117,0,0,0.0554077,-0.358156,2.07487,-0.563334,2.58214,0.0279046,-1,-0.374999,-0.0480894,2.50028,0.558549,2.83353,0.24,-0.481815,0.0208544,0.00469665,0,0,0,0,0,-0.714065,0.383924,0,0,0,0.24,-0.27113,-0.108863,0.59795
1.05,0.435208,2.52245,-1.58619,-2.70058,0,0,0.0595607,-0.357949,2.07482,-0.563471,2.58186,0.0286473,-1,-0.370938,-0.0481285,2.48824,0.555416,2.80611,0.24,-0.452793,0.0172384,0.00824387,0,0,0,0,0,-0.710178,0.384088,2.33276,3.0944,2.60081,0.24,-0.252035,-0.111966,0.602306
1.10003,0.435063,2.52266,-1.5863,-2.70235,0,0,0.0634949,-0.357961,2.07482,-0.563489,2.58176,0.0295548,-1,-0.366915,-0.0481208,2.47877,0.553426,2.78544,0.24,-0.419298,0.0119106,0.0131558,0,0,0,0,0,-0.706152,0.384498,2.32386,3.09469,2.5799,0.24,-0.228844,-0.115932,0.608981
1.14996,0.435545,2.52261,-1.58623,-2.70134,0,0,0.0674078,-0.357957,2.0749,-0.563363,2.5818,0.0305453,-1,-0.362976,-0.0479919,2.46448,0.55124,2.75456,0.24,-0.387765,0.00618257,0.0182081,1.74909,2.16432,-2.67039,0,0,-0.701921,0.384151,2.30894,3.09813,2.56234,0.24,-0.213087,-0.122581,0.615867
1.19999,0.436542,2.52245,-1.58623,-2.701,0,0,0.0715204,-0.358121,2.07472,-0.563491,2.58168,0.0313362,-1,-0.359044,-0.0481016,2.4577,0.550633,2.74069,0.24,-0.355899,0.00191255,0.0237644,1.74883,2.16441,-2.66995,0,0,-0.697992,0.384162,2.30234,3.10031,2.55765,0.24,-0.19918,-0.12753,0.621756
1.24995,0.4372,2.52241,-1.58622,-2.70098,0,0,0.075475,-0.357862,2.07537,-0.565117,2.57761,0.0327518,-1,-0.354539,-0.0481843,2.4429,0.549912,2.71498,0.24,-0.33291,-0.0019689,0.0279538,1.74887,2.16435,-2.66974,0,0,-0.694011,0.384167,2.28778,3.1046,2.54056,0.24,-0.186193,-0.131473,0.627579
1.30005,0.437756,2.52246,-1.58626,-2.70189,0,0,0.0794347,-0.358162,2.07488,-0.568946,2.56211,0.0364109,-1,-0.348956,-0.0485898,2.43332,0.549913,2.69849,0.24,-0.310171,-0.00583079,0.0323445,1.74887,2.1644,-2.67085,0,0,-0.690036,0.384103,2.27903,3.10869,2.53891,0.24,-0.175938,-0.13501,0.632747
1.35004,0.438582,2.52251,-1.58625,-2.70164,0,0,0.0834149,-0.358084,2.07337,-0.576454,2.53145,0.0458832,-1,-0.341549,-0.0484681,2.42126,0.55036,2.67919,0.24,-0.284434,-0.0109287,0.0376274,1.74881,2.16438,-2.67003,0,0,-0.685861,0.384171,2.26722,3.11372,2.53017,0.24,-0.165618,-0.141336,0.639527
1.40003,0.439091,2.52249,-1.58621,-2.70107,0,0,0.0874988,-0.357922,2.07022,-0.58501,2.49619,0.056905,-1,-0.334549,-0.0482935,2.41188,0.551415,2.66546,0.24,-0.262999,-0.0144862,0.0424803,1.74915,2.16419,-2.67014,0,0,-0.682043,0.384085,2.25772,3.11794,2.52368,0.24,-0.161731,-0.147016,0.644795
1.45003,0.440286,2.52267,-1.58625,-2.70183,0,0,0.0915511,-0.357808,2.06465,-0.597063,2.44603,0.072815,-0.987376,-0.326966,-0.0483876,2.39963,0.553295,2.65008,0.24,-0.236768,-0.0204245,0.0486,1.74884,2.1643,-2.67022,0,0,-0.678041,0.38419,2.24737,3.12345,2.51809,0.24,-0.150445,-0.152271,0.651983
1.49998,0.440683,2.52231,-1.58621,-2.70119,0,0,0.0953414,-0.358019,2.06034,-0.606136,2.40531,0.0842748,-0.949558,-0.319085,-0.0485686,2.38992,0.555092,2.63815,0.24,-0.21549,-0.0247012,0.0532601,1.7488,2.16447,-2.67058,0,0,-0.673981,0.384207,2.23764,3.12839,2.51316,0.24,-0.142723,-0.155892,0.657417
1.54995,0.442037,2.52255,-1.58624,-2.70176,0,0,0.0994088,-0.358011,2.05337,-0.61771,2.35401,0.0980663,-0.9049,-0.310668,-0.0489096,2.37762,0.557477,2.62188,0.24,-0.188834,-0.0303605,0.0597519,1.74904,2.16434,-2.67042,0,0,-0.669866,0.384099,2.22539,3.13568,2.51367,0.24,-0.134015,-0.163294,0.665189
1.60004,0.443593,2.52327,-1.5863,-2.7035,0,0,0.103917,-0.357735,2.04759,-0.62575,2.31399,0.110144,-0.857478,-0.303503,-0.0487639,2.36813,0.560527,2.61505,0.24,-0.162465,-0.0369324,0.0660789,1.74899,2.16435,-2.67055,0,0,-0.66605,0.384243,2.21742,3.13892,2.50245,0.24,-0.123521,-0.169497,0.672375
1.65002,0.443198,2.52309,-1.58624,-2.70278,0,0,0.10794,-0.357645,2.04583,-0.627897,2.30383,0.114306,-0.841888,-0.29848,-0.048897,2.36584,0.560998,2.61116,0.23733,-0.147748,-0.0365125,0.0688258,1.7485,2.16452,-2.6692,0,0,-0.662218,0.384066,2.21485,3.14118,2.50563,0.24,-0.121444,-0.170074,0.675425
1.69999,0.44597,2.52224,-1.58625,-2.70097,0,0,0.111506,-0.357697,2.03111,-0.644765,2.21456,0.12966,-0.767806,-0.289115,-0.0485883,2.34728,0.567536,2.59585,0.213286,-0.0974672,-0.0466502,0.0779975,1.74857,2.16454,-2.66917,0,0,-0.657931,0.384202,2.19602,3.15005,2.49139,0.24,-0.102705,-0.179349,0.686177
1.74995,0.447011,2.52273,-1.58625,-2.70171,0,0,0.115903,-0.357727,2.02212,-0.653315,2.1658,0.137083,-0.726086,-0.282483,-0.0488388,2.33573,0.572111,2.58748,0.198736,-0.0689519,-0.0510413,0.0833148,1.74899,2.16433,-2.67026,0,0,-0.653932,0.384073,2.18476,3.15568,2.48075,0.24,-0.090914,-0.183387,0.692386
1.80005,0.448866,2.52314,-1.58623,-2.70327,0,0,0.1195,-0.358154,2.01396,-0.660129,2.12462,0.145271,-0.677426,-0.275729,-0.0490354,2.32647,0.576038,2.58248,0.181635,-0.035719,-0.0568465,0.0901045,1.74875,2.16443,-2.6697,0,0,-0.649788,0.384074,2.17581,3.16109,2.47707,0.24,-0.0790909,-0.189082,0.700284
1.85004,0.44982,2.52298,-1.58626,-2.70245,0,0,0.124022,-0.357573,2.0036,-0.666436,2.07489,0.150674,-0.636703,-0.269725,-0.0483881,2.31695,0.580673,2.57557,0.168405,-0.0126284,-0.0606251,0.095065,1.74889,2.1643,-2.67012,0,0,-0.645914,0.384104,2.16576,3.16773,2.47571,0.24,-0.0705976,-0.193839,0.706235
1.89998,0.451594,2.52249,-1.58615,-2.69995,0.0063315,-0.440624,0.127773,-0.358542,1.99509,-0.670043,2.03677,0.155896,-0.585309,-0.263294,-0.0465114,2.30968,0.584822,2.57563,0.152853,0.012597,-0.0658005,0.100862,1.74895,2.16429,-2.67006,0,0,-0.641896,0.384014,2.15698,3.17286,2.47146,0.24,-0.0620359,-0.201194,0.713732
1.95002,0.452505,2.52257,-1.5862,-2.70104,0.0213513,-0.530628,0.131594,-0.358199,1.98425,-0.673159,1.99192,0.159904,-0.550958,-0.258544,-0.0446999,2.3007,0.589271,2.57087,0.143062,0.0289773,-0.0678345,0.105185,1.74881,2.16442,-2.66996,0,0,-0.638151,0.384061,2.14555,3.18051,2.47068,0.24,-0.0492422,-0.20407,0.720215
2.00003,0.452582,2.52242,-1.58636,-2.70228,0.0331267,-0.600249,0.135496,-0.357877,1.97769,-0.674128,1.96675,0.162008,-0.524294,-0.253815,-0.0427251,2.29607,0.591698,2.56917,0.135429,0.0414752,-0.0684332,0.108484,1.749,2.16434,-2.67011,0,0,-0.633759,0.384061,2.13884,3.18464,2.46694,0.24,-0.0406378,-0.205606,0.724949
2.04999,0.455048,2.52485,-1.58848,-2.71499,0.0561147,-0.715845,0.139677,-0.356922,1.96628,-0.672695,1.9277,0.164183,-0.478031,-0.250073,-0.0376936,2.28766,0.597614,2.57063,0.122602,0.0613332,-0.0732827,0.113822,1.74889,2.16431,-2.67019,0,0,-0.629877,0.384406,2.12576,3.19259,2.45862,0.24,-0.021278,-0.214345,0.735171
2.09995,0.456898,2.52555,-1.58957,-2.7208,0.0751159,-0.818439,0.145072,-0.357383,1.95936,-0.670795,1.90385,0.164697,-0.440435,-0.246258,-0.0322794,2.28244,0.600973,2.57032,0.111635,0.0769821,-0.0762218,0.118346,1.74875,2.16439,-2.66965,0,0,-0.625947,0.384172,2.11712,3.19855,2.45811,0.24,-0.00648456,-0.220805,0.743106
2.14997,0.457163,2.52805,-1.59277,-2.73748,0.0934088,-0.870757,0.148932,-0.354677,1.95266,-0.667883,1.88288,0.164329,-0.412329,-0.242389,-0.0277207,2.2774,0.60425,2.5709,0.104817,0.0871554,-0.0774858,0.121613,1.7493,2.16432,-2.67103,0,0,-0.621524,0.384339,2.10803,3.20412,2.45258,0.231547,0.00204001,-0.225171,0.749098
2.2,0.458639,2.53098,-1.59848,-2.76436,0.112759,-0.927195,0.152735,-0.353512,1.94451,-0.664105,1.85727,0.163712,-0.383985,-0.239785,-0.0215687,2.27225,0.608607,2.57341,0.0977308,0.0973639,-0.0792676,0.125376,1.7489,2.16435,-2.67022,0,0,-0.618092,0.384046,2.0975,3.212,2.45085,0.219157,0.0158406,-0.230739,0.756942
2.25002,0.45919,2.53377,-1.60614,-2.799,0.131112,-0.96101,0.156218,-0.351607,1.93711,-0.659706,1.83348,0.162725,-0.359028,-0.236683,-0.0164354,2.26677,0.612764,2.57618,0.0924928,0.104489,-0.0800107,0.127926,1.74878,2.16446,-2.66992,0,0,-0.613744,0.384154,2.08782,3.21983,2.45328,0.207633,0.028888,-0.235307,0.763571
2.30004,0.459573,2.53616,-1.61403,-2.83421,0.149323,-0.985593,0.159134,-0.349951,1.93169,-0.655803,1.81602,0.161514,-0.335732,-0.232985,-0.01146,2.26353,0.615776,2.57817,0.0878438,0.111302,-0.0801883,0.130758,1.74913,2.16427,-2.67036,0,0,-0.61,0.384207,2.0792,3.22651,2.45636,0.19776,0.038256,-0.239005,0.769609
2.35002,0.460276,2.53804,-1.62611,-2.88421,0.171719,-1,0.1609,-0.348032,1.92527,-0.650894,1.79199,0.159098,-0.304259,-0.22878,-0.00477461,2.25874,0.620142,2.58409,0.0827185,0.118329,-0.0812837,0.133791,1.74871,2.16445,-2.66948,0,0,-0.605974,0.384061,2.06905,3.2333,2.45261,0.183545,0.0498258,-0.246321,0.777037
2.4,0.460425,2.53893,-1.63669,-2.92542,0.19188,-0.999349,0.163096,-0.345878,1.92064,-0.645959,1.78231,0.157471,-0.286525,-0.22622,0.000677277,2.25545,0.623137,2.58748,0.0799476,0.121967,-0.0810797,0.136009,1.7488,2.1645,-2.66946,0,0,-0.60198,0.384241,2.06228,3.23911,2.45317,0.175287,0.0593626,-0.248322,0.782547
2.44999,0.460805,2.53854,-1.64747,-2.96902,0.215635,-0.992546,0.163965,-0.343444,1.91581,-0.641301,1.7677,0.154496,-0.2585,-0.222094,0.00729558,2.2521,0.626225,2.59143,0.0760586,0.127435,-0.0818149,0.138835,1.74911,2.16425,-2.67029,0,0,-0.598285,0.383924,2.05632,3.24406,2.45249,0.163608,0.0712534,-0.253243,0.789594
2.50004,0.461203,2.53926,-1.66222,-3.03062,0.24,-0.959325,0.16564,-0.340286,1.91051,-0.635401,1.7511,0.15094,-0.234197,-0.219083,0.0145403,2.24838,0.630185,2.59673,0.0723771,0.131956,-0.0828764,0.141255,1.74956,2.16421,-2.67148,0,0,-0.593622,0.384323,2.04761,3.25164,2.45793,0.15131,0.0813274,-0.258441,0.796152
2.54992,0.460839,2.53724,-1.67721,-3.09195,0.24,-0.852966,0.167854,-0.337167,1.90563,-0.629133,1.73639,0.148268,-0.218529,-0.21587,0.0194849,2.24452,0.634142,2.6026,0.0699033,0.135333,-0.0826424,0.143107,1.74879,2.16443,-2.6711,0,0,-0.589829,0.384366,2.0405,3.25738,2.45493,0.1439,0.0882176,-0.259336,0.800585
2.60001,0.460947,2.5345,-1.68926,-3.13932,0.24,-0.755788,0.167591,-0.334552,1.90152,-0.624459,1.72312,0.143969,-0.190614,-0.211567,0.0270237,2.24174,0.636849,2.60602,0.0687948,0.136108,-0.0831939,0.145398,1.74878,2.16441,-2.66985,0,0,-0.586064,0.384197,2.03474,3.26196,2.45725,0.131162,0.100347,-0.264309,0.806786
2.64995,0.460469,2.52836,-1.70304,3.08512,0.24,-0.690576,0.167493,-0.332158,1.89858,-0.617635,1.71528,0.141299,-0.176,-0.20819,0.0326627,2.23868,0.640443,2.61048,0.0689525,0.135218,-0.0821747,0.147442,1.74918,2.16441,-2.6717,0,0,-0.582098,0.384639,2.02856,3.26794,2.45999,0.12386,0.105031,-0.265657,0.810695
2.69995,0.459899,2.51896,-1.71493,3.03838,0.24,-0.629716,0.163945,-0.329193,1.89391,-0.611701,1.70068,0.136999,-0.154441,-0.20449,0.0395402,2.23498,0.644079,2.61658,0.0691856,0.133889,-0.0826007,0.149487,1.74908,2.16441,-2.67088,0,0,-0.577742,0.384475,2.02315,3.27429,2.46817,0.113735,0.114691,-0.268234,0.815719
2.74998,0.458843,2.51342,-1.72092,3.01043,0.24,-0.597526,0.163454,-0.327242,1.89322,-0.607294,1.69982,0.134613,-0.143051,-0.201009,0.0436429,2.23308,0.646622,2.62231,0.0693127,0.133156,-0.0811336,0.15065,1.74864,2.16449,-2.67033,0,0,-0.573752,0.38429,2.01928,3.27833,2.47431,0.108439,0.119443,-0.267862,0.818339
2.80002,0.458218,2.50324,-1.7291,2.97102,0.24,-0.546687,0.157896,-0.32268,1.89011,-0.600702,1.6895,0.129834,-0.119315,-0.197253,0.0513727,2.23016,0.650237,2.62781,0.069651,0.13118,-0.0817875,0.153012,1.74852,2.16449,-2.66915,0,0,-0.570003,0.384203,2.01409,3.28314,2.47696,0.097529,0.127667,-0.272269,0.823266
2.84992,0.457255,2.49226,-1.73509,2.93702,0.24,-0.521933,0.154899,-0.319668,1.88721,-0.594605,1.67943,0.125837,-0.104363,-0.193298,0.0571745,2.22655,0.653982,2.63437,0.0698296,0.130121,-0.0812594,0.154799,1.74894,2.16428,-2.66996,0,0,-0.566034,0.383969,2.0088,3.28856,2.4839,0.0902559,0.135387,-0.273343,0.82665
2.9,0.456267,2.4837,-1.73949,2.91026,0.24,-0.491362,0.150209,-0.3155,1.88493,-0.589566,1.67481,0.121353,-0.0863744,-0.189948,0.0634556,2.22398,0.656595,2.63877,0.0700885,0.128565,-0.0819746,0.156781,1.74887,2.16433,-2.67007,0,0,-0.56198,0.38417,2.00581,3.29171,2.48459,0.084347,0.140635,-0.273253,0.830163
2.95003,0.454971,2.4768,-1.74208,2.89355,0.24,-0.476387,0.146404,-0.312368,1.88342,-0.586004,1.67048,0.117634,-0.071876,-0.186009,0.0685632,2.22211,0.659345,2.64531,0.0703486,0.126976,-0.0812778,0.158249,1.74883,2.16431,-2.67028,0,0,-0.558037,0.384153,2.0041,3.29397,2.48805,0.0787686,0.145359,-0.27366,0.832423
2.99996,0.45396,2.46562,-1.74611,2.86451,0.24,-0.455122,0.141484,-0.307994,1.88145,-0.579838,1.6645,0.113178,-0.0556054,-0.182195,0.0749021,2.21899,0.663132,2.65164,0.0705883,0.12549,-0.0812965,0.160365,1.74878,2.16431,-2.67008,0,0,-0.554063,0.384097,1.99968,3.29823,2.49119,0.0716628,0.152583,-0.274651,0.835937
3.05005,0.452621,2.45388,-1.74896,2.84049,0.24,-0.447597,0.139624,-0.305808,1.87993,-0.573787,1.66127,0.109999,-0.0448972,-0.178242,0.0787512,2.21537,0.667212,2.65991,0.0707437,0.124514,-0.0801285,0.161394,1.74853,2.1646,-2.66989,0,0,-0.550068,0.384141,1.99611,3.30216,2.4947,0.0685643,0.155758,-0.272754,0.837666
3.10005,0.451675,2.44214,-1.7511,2.81606,0.24,-0.427753,0.132095,-0.300063,1.87821,-0.567803,1.659,0.105226,-0.0296602,-0.175707,0.0859419,2.21188,0.670651,2.66583,0.0710505,0.122558,-0.0813403,0.163767,1.74881,2.16454,-2.67045,0,0,-0.54607,0.384033,1.99288,3.30609,2.50134,0.0652063,0.158126,-0.274707,0.84074
3.14999,0.450558,2.43259,-1.7524,2.79829,0.24,-0.415869,0.128684,-0.296383,1.87684,-0.563118,1.65827,0.101871,-0.0189897,-0.172567,0.0907278,2.20909,0.673952,2.67283,0.0715101,0.120589,-0.0809326,0.165343,1.74876,2.1644,-2.66984,0,0,-0.542035,0.384123,1.99023,3.309,2.50532,0.0653537,0.157571,-0.273752,0.842942
3.20006,0.448713,2.42068,-1.75368,2.77521,0.24,-0.402324,0.122949,-0.291289,1.87606,-0.557876,1.64892,0.0958863,0.00160339,-0.166929,0.0962503,2.20578,0.677176,2.67797,0.071709,0.119169,-0.0814556,0.167103,1.74896,2.16435,-2.66981,0,0,-0.537899,0.384255,1.98854,3.3134,2.51684,0.0659027,0.155142,-0.273657,0.844521
3.24995,0.447449,2.40885,-1.75425,2.75406,0.24,-0.391263,0.119484,-0.287079,1.8749,-0.552516,1.64764,0.0921554,0.0131789,-0.163169,0.1006,2.2021,0.68088,2.68506,0.0723762,0.116747,-0.0810376,0.168429,1.74893,2.16433,-2.67026,0,0,-0.533962,0.383854,1.98469,3.31738,2.52296,0.066286,0.1535,-0.274132,0.846815
3.30005,0.445943,2.39911,-1.75477,2.73554,0.24,-0.379473,0.113712,-0.281337,1.87479,-0.547973,1.64783,0.0874728,0.0273183,-0.1594,0.105958,2.19926,0.684101,2.69167,0.0733283,0.113472,-0.0816415,0.170248,1.74884,2.16431,-2.67011,0,0,-0.529948,0.38402,1.98336,3.32061,2.52971,0.0664451,0.152831,-0.272601,0.848894
3.34996,0.444664,2.38713,-1.75469,2.71626,0.24,-0.372333,0.109938,-0.277028,1.87392,-0.542718,1.64796,0.0840863,0.0372794,-0.156119,0.110091,2.19536,0.687771,2.69952,0.0743387,0.110344,-0.0813027,0.171473,1.74873,2.16448,-2.67019,0,0,-0.526034,0.384168,1.98026,3.32475,2.53737,0.0669071,0.150713,-0.27267,0.850448
3.40005,0.44348,2.37738,-1.75445,2.70037,0.24,-0.362064,0.104502,-0.27133,1.87348,-0.538697,1.64593,0.0800008,0.0490296,-0.152738,0.115307,2.19284,0.690386,2.70309,0.0755653,0.106787,-0.081601,0.173344,1.74856,2.16467,-2.66931,0,0,-0.522322,0.384437,1.97798,3.32763,2.54159,0.0672283,0.149253,-0.272472,0.852651
3.44997,0.441999,2.36541,-1.75376,2.67994,0.24,-0.349828,0.101116,-0.266448,1.87283,-0.534136,1.64399,0.0760913,0.0611749,-0.148441,0.11911,2.18915,0.694333,2.71138,0.0759228,0.104973,-0.0812498,0.174745,1.74872,2.16441,-2.66983,0,0,-0.51816,0.384501,1.97438,3.33231,2.55261,0.0676781,0.147141,-0.272912,0.8542
3.49998,0.440485,2.35586,-1.75344,2.66186,0.24,-0.341071,0.0976312,-0.261631,1.87251,-0.530656,1.64234,0.0725573,0.0716452,-0.144584,0.122794,2.18591,0.697131,2.71667,0.0763103,0.103092,-0.0809884,0.176248,1.74882,2.16441,-2.66951,0,0,-0.514115,0.384621,1.97331,3.3353,2.55889,0.0679168,0.145992,-0.270955,0.855568
3.55004,0.439084,2.34352,-1.7523,2.64257,0.24,-0.330351,0.0919972,-0.255422,1.87206,-0.526406,1.6441,0.0682955,0.0839812,-0.141022,0.127216,2.18212,0.700693,2.72325,0.0770193,0.100319,-0.0816735,0.177829,1.74876,2.16444,-2.66962,0,0,-0.509981,0.384105,1.97015,3.33929,2.56571,0.068406,0.14365,-0.272129,0.857743
3.60004,0.43777,2.33387,-1.75125,2.62651,0.24,-0.313577,0.0873002,-0.248819,1.87289,-0.522267,1.64846,0.0640489,0.095774,-0.137817,0.132124,2.17892,0.703397,2.72801,0.0775404,0.097808,-0.0825652,0.17943,1.74875,2.16433,-2.66967,0,0,-0.506006,0.384065,1.96818,3.3422,2.57208,0.0687156,0.142126,-0.271307,0.859677
3.64996,0.436523,2.32416,-1.75,2.61133,0.24,-0.308443,0.0833977,-0.243652,1.87374,-0.518555,1.65163,0.0610699,0.104421,-0.134203,0.135123,2.17572,0.706197,2.73356,0.0782253,0.0954007,-0.0823315,0.180956,1.74878,2.16446,-2.66979,0,0,-0.502402,0.384309,1.96551,3.34576,2.57954,0.0688914,0.141312,-0.27092,0.861717
3.70004,0.435146,2.31194,-1.74768,2.59293,0.24,-0.296023,0.0785609,-0.236565,1.87426,-0.514325,1.65522,0.0573249,0.114794,-0.130795,0.140068,2.17116,0.709476,2.73767,0.0787158,0.093555,-0.082786,0.183017,1.74874,2.16452,-2.66947,0,0,-0.497796,0.384127,1.96256,3.34976,2.58617,0.0693509,0.138981,-0.270975,0.863667
