Time,Mean_Error,a_x,a_y,a_yaw,a_v_cmd,a_w_cmd,a_err_x,a_err_y,b_x,b_y,b_yaw,b_v_cmd,b_w_cmd,b_err_x,b_err_y,c_x,c_y,c_yaw,c_v_cmd,c_w_cmd,c_err_x,c_err_y,d_x,d_y,d_yaw,d_v_cmd,d_w_cmd,d_err_x,d_err_y,e_x,e_y,e_yaw,e_v_cmd,e_w_cmd,e_err_x,e_err_y
0.499973,0.479721,2.51519,-1.8761,2.21569,0.132699,-0.261644,0.221381,-0.310013,1.95704,-0.602302,-2.7145,0,0,-0.429472,-0.399959,0,0,0,0.24,-0.497213,0.211767,0.0477772,1.86287,1.77796,2.5483,0.138681,-1,-0.499352,0.272718,0,0,0,0.102381,-0.365425,-0.448197,0.463467
0.549993,0.477715,2.51316,-1.87565,2.20927,0.133032,-0.253843,0.228434,-0.308174,1.95715,-0.602255,-2.71461,0,0,-0.421849,-0.399915,0,0,0,0.24,-0.482874,0.218011,0.0487665,1.86248,1.77357,2.52926,0.146825,-0.991702,-0.488945,0.272583,0,0,0,0.103566,-0.361696,-0.442482,0.463083
0.600036,0.475314,2.5087,-1.87283,2.20113,0.1333,-0.248552,0.2339,-0.304715,1.95706,-0.602293,-2.71441,0,0,-0.414166,-0.400141,0,0,0,0.24,-0.468463,0.224156,0.0498804,1.86039,1.76816,2.50442,0.152842,-0.965421,-0.479569,0.273249,0,0,0,0.104057,-0.360125,-0.436941,0.460704
0.650033,0.472482,2.50311,-1.87123,2.18656,0.133731,-0.230218,0.238908,-0.299749,1.95711,-0.602037,-2.71313,0,0,-0.406698,-0.400102,0,0,0,0.24,-0.454225,0.227832,0.0513618,1.85637,1.76278,2.47721,0.160961,-0.931825,-0.470748,0.274329,0,0,0,0.106056,-0.353586,-0.431603,0.459189
0.700032,0.47024,2.49662,-1.86925,2.16868,0.133526,-0.208753,0.244645,-0.295595,1.95713,-0.602008,-2.71307,0,0,-0.399222,-0.400002,0,0,0,0.24,-0.445048,0.23041,0.0526132,1.85027,1.75675,2.44335,0.167445,-0.901399,-0.463453,0.275697,0,0,0,0.107743,-0.347874,-0.427399,0.458432
0.750007,0.467472,2.49029,-1.86644,2.1537,0.132813,-0.184261,0.25038,-0.291569,1.95726,-0.602301,-2.71467,0,0,-0.391697,-0.400245,0,0,0,0.24,-0.4323,0.231461,0.0543022,1.84185,1.74949,2.39962,0.175368,-0.857419,-0.454932,0.277723,0,0,0,0.109118,-0.343078,-0.422625,0.456732
0.800032,0.464181,2.48544,-1.86444,2.14001,0.131481,-0.152065,0.2558,-0.286186,1.95715,-0.602358,-2.715,0,0,-0.384319,-0.399964,0,0,0,0.24,-0.418067,0.22998,0.0573867,1.8341,1.74267,2.35876,0.185279,-0.808218,-0.44804,0.280592,0,0,0,0.110814,-0.336983,-0.41684,0.454486
0.850033,0.460373,2.48084,-1.86125,2.13097,0.129457,-0.118905,0.260513,-0.280522,1.95717,-0.602265,-2.71479,0,0,-0.376852,-0.399876,0,0,0,0.24,-0.40063,0.227054,0.0603995,1.82413,1.73498,2.30994,0.196929,-0.733673,-0.438893,0.28327,0,0,0,0.112213,-0.331802,-0.412879,0.452076
0.900031,0.457384,2.47522,-1.85774,2.12026,0.127811,-0.093719,0.26606,-0.276179,1.95717,-0.602028,-2.71295,0,0,-0.369344,-0.40009,0,0,0,0.24,-0.37638,0.226361,0.0636302,1.8115,1.72573,2.24927,0.205108,-0.672808,-0.429476,0.284874,0,0,0,0.113629,-0.3264,-0.408445,0.450946
0.950038,0.454479,2.47142,-1.85428,2.11174,0.125856,-0.0671147,0.271006,-0.270532,1.95725,-0.602381,-2.71489,0,0,-0.361785,-0.399965,0,0,0,0.24,-0.342124,0.225087,0.0671203,1.80158,1.72059,2.20389,0.21233,-0.604703,-0.421843,0.289029,0,0,0,0.114642,-0.322444,-0.40478,0.448181
0.999935,0.453227,2.46611,-1.84974,2.1032,0.124806,-0.053009,0.276614,-0.267241,1.95717,-0.602302,-2.71462,0,0,-0.354406,-0.399879,0,0,0,0.24,-0.321233,0.227068,0.0699746,1.78873,1.71773,2.15701,0.215526,-0.572282,-0.415953,0.292367,0,0,0,0.116124,-0.316495,-0.400441,0.448369
1.05003,0.450311,2.46288,-1.84578,2.09913,0.122398,-0.0256245,0.280726,-0.260104,1.95713,-0.602012,-2.71302,0,0,-0.346665,-0.400107,0,0,0,0.24,-0.27971,0.224006,0.0754469,1.77878,1.71619,2.12124,0.220181,-0.50227,-0.409072,0.298452,0,0,0,0.118197,-0.307851,-0.39629,0.446112
1.10002,0.448542,2.45877,-1.84053,2.09575,0.120986,-0.0106355,0.286331,-0.256748,1.95713,-0.602346,-2.71471,0,0,-0.339097,-0.400106,2.52661,0.651399,2.79685,0.24,-0.264899,0.225427,0.0779862,1.76677,1.71771,2.08448,0.220958,-0.466796,-0.402251,0.302507,1.87089,3.29834,-2.49349,0.118943,-0.30464,-0.390574,0.444627
1.15001,0.446345,2.45518,-1.8364,2.0917,0.117924,0.0206278,0.289947,-0.249611,1.95708,-0.602065,-2.71306,0,0,-0.331725,-0.400148,2.51685,0.651733,2.78291,0.24,-0.237343,0.220016,0.0836223,1.75803,1.72009,2.05884,0.220762,-0.408147,-0.398568,0.311647,1.86969,3.29377,-2.50583,0.120693,-0.296897,-0.387624,0.44221
1.20004,0.444578,2.45162,-1.83052,2.09137,0.115819,0.0408935,0.294824,-0.244833,1.95718,-0.602224,-2.71434,0,0,-0.324132,-0.400031,2.50565,0.651823,2.76495,0.24,-0.219426,0.218697,0.0874616,1.74761,1.72319,2.02598,0.219722,-0.360991,-0.392048,0.317607,1.86803,3.28791,-2.52253,0.122003,-0.290887,-0.38366,0.44123
1.24993,0.443252,2.44832,-1.82536,2.0883,0.113834,0.0599971,0.299716,-0.2401,1.95717,-0.602315,-2.71472,0,0,-0.316756,-0.399963,2.49193,0.65384,2.75377,0.24,-0.202549,0.217452,0.0918333,1.73701,1.72811,1.99744,0.218097,-0.328386,-0.38773,0.324531,1.86897,3.28153,-2.54555,0.123298,-0.284752,-0.378888,0.439616
1.30001,0.441374,2.44569,-1.8202,2.08949,0.111056,0.0866168,0.304649,-0.234499,1.9571,-0.60228,-2.71465,0,0,-0.309039,-0.399896,2.48192,0.655867,2.74528,0.24,-0.180747,0.213968,0.0968224,1.72952,1.73201,1.97473,0.214224,-0.273529,-0.38087,0.332593,1.86755,3.27656,-2.5573,0.124705,-0.27786,-0.375256,0.437683
1.34997,0.440125,2.44276,-1.81398,2.09214,0.108518,0.11053,0.308597,-0.228549,1.95711,-0.602328,-2.71459,0,0,-0.301715,-0.400152,2.46919,0.658682,2.73668,0.24,-0.160409,0.209992,0.102272,1.72052,1.73864,1.95132,0.209769,-0.23377,-0.376665,0.341948,1.86615,3.27025,-2.57261,0.126254,-0.269977,-0.371826,0.436181
1.40003,0.439018,2.44062,-1.80911,2.09396,0.106994,0.124955,0.313093,-0.223937,1.95713,-0.602034,-2.71299,0,0,-0.294154,-0.400161,2.45979,0.660979,2.72884,0.24,-0.142213,0.209055,0.106984,1.7144,1.74451,1.93773,0.206256,-0.201161,-0.371341,0.349503,1.86615,3.26502,-2.58958,0.127454,-0.263638,-0.366838,0.4346
1.45004,0.437869,2.43798,-1.80304,2.09618,0.104821,0.146117,0.316855,-0.217971,1.95708,-0.602102,-2.71302,0,0,-0.286751,-0.400015,2.44709,0.66371,2.71859,0.24,-0.122194,0.205459,0.112428,1.70671,1.753,1.92337,0.200046,-0.158267,-0.365895,0.358752,1.86373,3.2592,-2.60647,0.128605,-0.257354,-0.364577,0.432869
1.50003,0.436857,2.43574,-1.79808,2.0985,0.102611,0.167633,0.321925,-0.213351,1.95721,-0.602232,-2.714,0,0,-0.27916,-0.400155,2.43767,0.666392,2.71248,0.24,-0.106666,0.203389,0.11676,1.70153,1.75939,1.91199,0.195003,-0.125532,-0.360485,0.36639,1.86176,3.25426,-2.61584,0.129629,-0.251578,-0.360154,0.430984
1.54997,0.436336,2.434,-1.79263,2.10316,0.100912,0.184973,0.326715,-0.208996,1.95715,-0.602358,-2.71482,0,0,-0.27178,-0.400169,2.42764,0.668741,2.70441,0.24,-0.0902845,0.201805,0.121188,1.69675,1.76581,1.90068,0.18925,-0.0947087,-0.355489,0.374183,1.85866,3.24984,-2.62953,0.130288,-0.24777,-0.357824,0.428922
1.60003,0.435705,2.43247,-1.78732,2.10844,0.0992786,0.202949,0.330403,-0.203067,1.95727,-0.602211,-2.71447,0,0,-0.264206,-0.39991,2.41802,0.671942,2.69823,0.24,-0.0672163,0.198594,0.127214,1.69259,1.77336,1.89458,0.182953,-0.0640407,-0.351283,0.384345,1.85695,3.24479,-2.63924,0.131468,-0.240743,-0.354412,0.426926
1.65001,0.434994,2.43035,-1.78085,2.11383,0.097227,0.225585,0.334402,-0.197428,1.95725,-0.602046,-2.71317,0,0,-0.256567,-0.400099,2.40602,0.676669,2.69538,0.24,-0.0470376,0.194464,0.132711,1.68742,1.78156,1.88349,0.175529,-0.027607,-0.345798,0.393589,1.85455,3.23882,-2.65618,0.132672,-0.233287,-0.35172,0.425427
1.70003,0.434506,2.42848,-1.77393,2.12343,0.0961875,0.239311,0.338552,-0.193358,1.95716,-0.602025,-2.71269,0,0,-0.249101,-0.400252,2.39367,0.681079,2.69006,0.24,-0.0265774,0.1928,0.137507,1.68345,1.79018,1.87645,0.169405,-0.000511972,-0.339829,0.400804,1.8517,3.23276,-2.66903,0.133584,-0.22743,-0.348519,0.424091
1.75003,0.434256,2.42714,-1.76885,2.1291,0.0947368,0.258652,0.342289,-0.187829,1.95723,-0.602273,-2.71415,0,0,-0.241709,-0.40006,2.38413,0.684432,2.68465,0.24,-0.00466826,0.188976,0.14337,1.67951,1.79789,1.87462,0.162197,0.0287819,-0.336176,0.410728,1.84881,3.22829,-2.68172,0.134417,-0.221916,-0.345956,0.421719
1.80003,0.433936,2.42586,-1.76202,2.13831,0.0935656,0.275398,0.34705,-0.183353,1.95708,-0.602241,-2.71432,0,0,-0.234234,-0.399944,2.37188,0.689676,2.68144,0.238389,0.0157633,0.187264,0.148103,1.67634,1.80622,1.86879,0.154176,0.0610317,-0.3301,0.41788,1.84474,3.22288,-2.69388,0.135122,-0.217101,-0.342989,0.420189
1.85001,0.433695,2.42449,-1.75529,2.14972,0.0924266,0.294561,0.350595,-0.178563,1.95707,-0.60202,-2.71288,0,0,-0.22653,-0.400253,2.35964,0.694856,2.67983,0.226902,0.0388347,0.182832,0.153874,1.67368,1.81539,1.86892,0.144231,0.0991227,-0.325006,0.427118,1.84072,3.21734,-2.70669,0.135924,-0.211471,-0.34113,0.417883
1.90005,0.433176,2.42331,-1.74978,2.15878,0.0917066,0.3079,0.355582,-0.175867,1.95711,-0.602304,-2.71458,0,0,-0.219482,-0.399958,2.34989,0.69952,2.67971,0.219082,0.0537638,0.182212,0.157359,1.67187,1.82272,1.87138,0.138075,0.123005,-0.318775,0.432194,1.83781,3.21279,-2.71786,0.136289,-0.208841,-0.336559,0.416093
1.95004,0.432905,2.4221,-1.74165,2.17113,0.124807,0.354277,0.35737,-0.168572,1.95718,-0.602249,-2.71457,0,0,-0.211512,-0.400286,2.33773,0.705068,2.67937,0.206787,0.0793681,0.176003,0.164399,1.6698,1.83123,1.87279,0.127784,0.16067,-0.314938,0.44268,1.83305,3.20717,-2.73161,0.137105,-0.20282,-0.335681,0.413425
2.00004,0.432839,2.42099,-1.73498,2.18473,0.150233,0.386183,0.361019,-0.164257,1.95717,-0.602266,-2.71445,0,0,-0.204295,-0.399956,2.32876,0.710275,2.68235,0.198691,0.0954408,0.174122,0.168767,1.66864,1.83845,1.87761,0.120484,0.187639,-0.309924,0.449455,1.82989,3.20305,-2.73444,0.137601,-0.199053,-0.333808,0.411687
2.05,0.432692,2.42041,-1.72834,2.19709,0.180418,0.417623,0.363638,-0.158696,1.95716,-0.602289,-2.71475,0,0,-0.196852,-0.399912,2.32062,0.714901,2.68329,0.189402,0.111857,0.170649,0.174207,1.66761,1.8455,1.88349,0.113189,0.214922,-0.305604,0.457527,1.82648,3.19895,-2.74548,0.138385,-0.192916,-0.33122,0.409776
2.10003,0.432243,2.41907,-1.71804,2.21907,0.200202,0.427602,0.3652,-0.153606,1.95713,-0.602051,-2.71319,0,0,-0.189423,-0.399854,2.31032,0.720613,2.6867,0.183434,0.122457,0.169613,0.178081,1.6679,1.85376,1.89249,0.106754,0.239355,-0.300208,0.463619,1.8199,3.19434,-2.74964,0.138906,-0.188712,-0.329032,0.408216
2.15004,0.432045,2.41765,-1.70855,2.2376,0.224299,0.444239,0.366174,-0.146235,1.95721,-0.602209,-2.71417,0,0,-0.181735,-0.39999,2.30233,0.725279,2.68971,0.175695,0.135939,0.166508,0.182853,1.66663,1.86065,1.89919,0.0989647,0.270109,-0.296053,0.471192,1.8158,3.19058,-2.76334,0.139397,-0.184647,-0.328925,0.406367
2.2,0.431222,2.41466,-1.69466,2.26415,0.238776,0.445792,0.366611,-0.139001,1.95712,-0.602031,-2.71283,0,0,-0.174046,-0.400239,2.29305,0.73138,2.6957,0.169994,0.145015,0.1658,0.186516,1.66709,1.86903,1.91156,0.0944165,0.288778,-0.290989,0.476967,1.8118,3.18493,-2.77654,0.14015,-0.179847,-0.325121,0.404941
2.25001,0.430001,2.41073,-1.67917,2.29304,0.24,0.412689,0.363686,-0.129645,1.95716,-0.602272,-2.71411,0,0,-0.166741,-0.400096,2.28372,0.737735,2.70232,0.164109,0.154406,0.163105,0.191102,1.66752,1.87801,1.92813,0.0874811,0.318442,-0.286791,0.483969,1.80616,3.18003,-2.78657,0.140858,-0.183214,-0.324624,0.401924
2.3,0.428953,2.40804,-1.66943,2.31036,0.24,0.386651,0.362424,-0.12122,1.95702,-0.602258,-2.71463,0,0,-0.159475,-0.399914,2.27843,0.741046,2.70448,0.160516,0.160216,0.163205,0.194621,1.66866,1.882,1.93291,0.0829879,0.339108,-0.28104,0.489123,1.80353,3.17707,-2.7917,0.141583,-0.180213,-0.321718,0.400812
2.35002,0.427708,2.40173,-1.65288,2.33776,0.24,0.362259,0.360042,-0.112589,1.95718,-0.601966,-2.71232,0,0,-0.151971,-0.400037,2.26967,0.747109,2.71121,0.157742,0.163115,0.162791,0.197754,1.66976,1.89074,1.95159,0.0792841,0.358069,-0.27695,0.494771,1.79805,3.17262,-2.7986,0.14254,-0.188661,-0.318977,0.398228
2.40003,0.426708,2.39523,-1.63713,2.36285,0.24,0.336378,0.356093,-0.101936,1.95715,-0.60232,-2.71484,0,0,-0.14406,-0.400127,2.26095,0.752959,2.71942,0.154532,0.16756,0.161108,0.20162,1.67156,1.89902,1.96964,0.0758433,0.378527,-0.273971,0.501231,1.79265,3.16774,-2.80942,0.144059,-0.192609,-0.317871,0.396988
2.45004,0.425284,2.38915,-1.6252,2.38009,0.24,0.312826,0.351084,-0.0916151,1.95709,-0.601987,-2.71288,0,0,-0.136688,-0.40012,2.25459,0.757736,2.72688,0.151724,0.169767,0.159087,0.205192,1.67296,1.90692,1.99053,0.071901,0.404265,-0.270222,0.507458,1.78841,3.16391,-2.81686,0.132267,-0.235597,-0.31684,0.394774
2.49999,0.424492,2.38279,-1.61384,2.39554,0.24,0.298807,0.35119,-0.0855559,1.9571,-0.602283,-2.71459,0,0,-0.129211,-0.39997,2.2478,0.761898,2.73094,0.149679,0.173723,0.16154,0.207864,1.67446,1.91288,2.00231,0.0675974,0.427946,-0.2637,0.510628,1.78239,3.16069,-2.82111,0.117303,-0.278456,-0.314372,0.392303
2.55004,0.42337,2.37465,-1.59961,2.41523,0.24,0.275397,0.34444,-0.0737843,1.95713,-0.602314,-2.7143,0,0,-0.121824,-0.400059,2.23955,0.768091,2.73988,0.145965,0.177647,0.157506,0.211968,1.67638,1.92169,2.02581,0.0659207,0.449128,-0.261389,0.517747,1.7774,3.15563,-2.83502,0.102285,-0.331929,-0.314542,0.391665
2.60005,0.42238,2.36615,-1.58652,2.43085,0.24,0.264725,0.342765,-0.0661637,1.95713,-0.601925,-2.71238,0,0,-0.114295,-0.399922,2.2318,0.773705,2.74914,0.14413,0.179236,0.157945,0.2145,1.67876,1.93085,2.05043,0.0683659,0.445048,-0.257144,0.522583,1.77239,3.15101,-2.84578,0.0922067,-0.37921,-0.310793,0.38921
2.65004,0.421183,2.35684,-1.57386,2.44542,0.24,0.248264,0.338051,-0.0567952,1.95708,-0.602247,-2.71481,0,0,-0.10695,-0.399908,2.2236,0.779084,2.75782,0.141499,0.181756,0.156088,0.217325,1.68037,1.93962,2.07336,0.0712894,0.439922,-0.253181,0.527626,1.7689,3.14668,-2.85324,0.0790812,-0.427151,-0.309342,0.388188
2.70002,0.420516,2.34953,-1.56391,2.45768,0.24,0.237403,0.336158,-0.0493752,1.95718,-0.602226,-2.71448,0,0,-0.0993003,-0.399874,2.2175,0.78363,2.76495,0.139677,0.183498,0.156421,0.219567,1.68268,1.94679,2.09356,0.0741186,0.434696,-0.249048,0.531904,1.76599,3.14341,-2.8648,0.0733455,-0.458185,-0.305398,0.388142
2.74998,0.419763,2.34001,-1.55152,2.4706,0.24,0.226655,0.331491,-0.0401287,1.957,-0.602047,-2.71248,0,0,-0.0916655,-0.400033,2.20956,0.789438,2.77617,0.139954,0.179905,0.155378,0.222724,1.68356,1.95622,2.11714,0.0771559,0.428783,-0.246954,0.537692,1.76419,3.13871,-2.88041,0.0711958,-0.492229,-0.301184,0.388084
2.80004,0.419527,2.33227,-1.54208,2.48098,0.24,0.221511,0.329789,-0.0330271,1.95701,-0.601988,-2.71278,0,0,-0.084105,-0.400111,2.20364,0.793755,2.78352,0.140272,0.177131,0.156152,0.225165,1.68429,1.96444,2.1385,0.0798373,0.423294,-0.244061,0.542367,1.7634,3.13412,-2.90227,0.0731991,-0.511075,-0.295613,0.389001
2.85003,0.418467,2.32427,-1.5331,2.48903,0.24,0.211698,0.324983,-0.024358,1.95708,-0.602017,-2.71293,0,0,-0.076703,-0.400134,2.1973,0.797633,2.78914,0.140779,0.172601,0.154809,0.227771,1.68554,1.97131,2.15692,0.0829707,0.416545,-0.241328,0.547809,1.76532,3.12856,-2.92246,0.0773797,-0.534785,-0.288437,0.38992
2.90004,0.417796,2.31444,-1.52105,2.50353,0.24,0.203655,0.32269,-0.0174301,1.95724,-0.602235,-2.71375,0,0,-0.0693832,-0.400019,2.18991,0.803204,2.79985,0.141346,0.167371,0.155068,0.229476,1.68663,1.98077,2.18206,0.0855778,0.410642,-0.238419,0.552116,1.76602,3.12217,-2.94554,0.0812709,-0.553236,-0.281714,0.390457
2.95004,0.41737,2.30415,-1.51012,2.5137,0.24,0.196572,0.317921,-0.00919658,1.95725,-0.602257,-2.71454,0,0,-0.0619002,-0.39988,2.18196,0.808633,2.81061,0.141761,0.163431,0.153753,0.232194,1.68865,1.99205,2.21496,0.0897044,0.400737,-0.237839,0.558069,1.76535,3.11592,-2.97026,0.0902603,-0.566347,-0.27527,0.392039
3.00003,0.416944,2.29615,-1.50108,2.52506,0.24,0.190789,0.315671,-0.00248693,1.95716,-0.602303,-2.71479,0,0,-0.0542503,-0.400042,2.17614,0.812707,2.81743,0.142098,0.160144,0.155034,0.234308,1.68882,1.99978,2.23466,0.0917118,0.395656,-0.233607,0.561902,1.76595,3.10961,-2.99657,0.0935078,-0.581886,-0.268721,0.392712
3.05004,0.416347,2.28552,-1.49028,2.53587,0.24,0.180564,0.310707,0.00553389,1.95711,-0.602397,-2.71498,0,0,-0.0467026,-0.400155,2.16767,0.817637,2.82613,0.142533,0.155789,0.153108,0.236847,1.68862,2.01017,2.26214,0.0951363,0.386567,-0.232469,0.566858,1.76588,3.10182,-3.02539,0.101028,-0.595369,-0.262817,0.393752
3.1,0.416005,2.27708,-1.48218,2.54235,0.24,0.174155,0.308184,0.0118382,1.95717,-0.602011,-2.71299,0,0,-0.0393085,-0.400133,2.16126,0.821981,2.83494,0.142867,0.15235,0.153553,0.238754,1.68924,2.01849,2.2841,0.09765,0.379539,-0.229562,0.571031,1.76715,3.09431,-3.05491,0.110798,-0.597843,-0.254865,0.39518
3.15003,0.41575,2.26861,-1.47418,2.5495,0.24,0.168676,0.303748,0.0198217,1.95717,-0.602054,-2.71304,0,0,-0.0316316,-0.400142,2.15474,0.825333,2.83902,0.143186,0.148988,0.15244,0.241303,1.68884,2.02681,2.30646,0.100662,0.370693,-0.228415,0.575805,1.76762,3.08651,-3.08815,0.123135,-0.594164,-0.247886,0.397064
3.20003,0.415732,2.25793,-1.46389,2.55902,0.24,0.166935,0.301748,0.0261299,1.95713,-0.602282,-2.71445,0,0,-0.0242542,-0.400157,2.14729,0.830386,2.84907,0.143498,0.145619,0.153432,0.243171,1.68788,2.03684,2.33169,0.103147,0.363024,-0.226546,0.579795,1.76741,3.07703,-3.1228,0.134733,-0.588486,-0.240243,0.397988
3.24999,0.415492,2.24895,-1.45587,2.56616,0.24,0.161657,0.29633,0.0339614,1.95719,-0.602334,-2.71491,0,0,-0.0168459,-0.399913,2.14061,0.833649,2.85445,0.143859,0.141607,0.15196,0.245191,1.68664,2.04481,2.35072,0.105484,0.355484,-0.225258,0.584682,1.76739,3.0678,3.12001,0.147902,-0.575762,-0.233473,0.40085
3.29996,0.415518,2.23791,-1.44628,2.57335,0.24,0.157539,0.294204,0.0399964,1.95712,-0.602306,-2.71494,0,0,-0.00933639,-0.399919,2.13225,0.838705,2.86504,0.144128,0.138523,0.152574,0.247038,1.68523,2.05446,2.37355,0.107413,0.349005,-0.222777,0.588485,1.76606,3.05736,3.08015,0.158088,-0.569778,-0.226104,0.401808
3.35002,0.415554,2.22914,-1.43886,2.57904,0.24,0.153047,0.289445,0.0477181,1.95712,-0.602016,-2.71314,0,0,-0.00169647,-0.400078,2.12605,0.841553,2.86867,0.144448,0.134773,0.15122,0.248995,1.68444,2.06165,2.3896,0.109549,0.341549,-0.22059,0.593159,1.76467,3.04878,3.04513,0.168611,-0.5613,-0.219869,0.404246
3.40004,0.415878,2.21817,-1.42884,2.59126,0.24,0.149723,0.286706,0.0535542,1.95723,-0.6022,-2.71458,0,0,0.00555667,-0.399866,2.11757,0.845706,2.87613,0.144732,0.131349,0.151441,0.250459,1.68131,2.07213,2.41444,0.111482,0.334528,-0.219321,0.597288,1.76189,3.03814,3.00053,0.180571,-0.54182,-0.21327,0.406282
3.45002,0.416126,2.20696,-1.41964,2.59847,0.24,0.144243,0.281722,0.0606508,1.95744,-0.602157,-2.71513,0,0,0.013269,-0.400242,2.10935,0.850051,2.88386,0.145009,0.127907,0.150303,0.25248,1.67911,2.08241,2.43999,0.113944,0.325179,-0.218559,0.601402,1.75836,3.02843,2.96316,0.190297,-0.52851,-0.208622,0.408037
3.49995,0.416788,2.19782,-1.41241,2.60373,0.24,0.14338,0.279619,0.0665701,1.9571,-0.602262,-2.71424,0,0,0.0206162,-0.399955,2.10288,0.853026,2.88889,0.145224,0.125164,0.150815,0.254124,1.67548,2.09072,2.45929,0.115746,0.318031,-0.2174,0.605109,1.7528,3.0226,2.93482,0.197626,-0.520057,-0.204497,0.409291
3.54994,0.417783,2.18685,-1.40314,2.6128,0.24,0.141531,0.274239,0.0735072,1.95713,-0.602293,-2.71473,0,0,0.0283695,-0.40025,2.09454,0.85655,2.89531,0.145415,0.122675,0.149548,0.255978,1.67283,2.09949,2.47857,0.117881,0.309193,-0.218661,0.610169,1.74417,3.01597,2.9039,0.207709,-0.496983,-0.201572,0.412499
3.60005,0.418772,2.17785,-1.39598,2.61883,0.24,0.140923,0.271927,0.0791226,1.95709,-0.602391,-2.71501,0,0,0.0358853,-0.400134,2.08799,0.859678,2.901,0.145622,0.119922,0.150335,0.257294,1.66985,2.10722,2.49707,0.11951,0.302165,-0.216721,0.61308,1.73726,3.01051,2.87701,0.210762,-0.488242,-0.199832,0.415065
3.64997,0.419602,2.16865,-1.38859,2.62581,0.24,0.138173,0.266751,0.0859539,1.9571,-0.602219,-2.71414,0,0,0.0431619,-0.400008,2.0818,0.862464,2.90638,0.14587,0.116526,0.14913,0.258957,1.66692,2.11452,2.51296,0.121325,0.294019,-0.216664,0.61751,1.73057,3.00666,2.85694,0.216806,-0.473186,-0.198283,0.417482
3.69994,0.42107,2.15997,-1.38203,2.6292,0.24,0.133364,0.265071,0.0916278,1.95713,-0.602034,-2.71306,0,0,0.0508315,-0.400117,2.07468,0.865254,2.91056,0.146015,0.114492,0.149219,0.260527,1.6639,2.12111,2.52586,0.122453,0.288777,-0.214431,0.620953,1.72102,3.00322,2.83697,0.21748,-0.464796,-0.198596,0.419781
